1		I		0		8738
2		P		120		9011
3		B		40		5611
4		B		80		2676
5		P		240		2933
6		B		160		2179
7		B		200		2133
8		P		360		2457
9		B		280		2155
10		B		320		2024
11		I		480		9244
12		B		400		1632
13		B		440		1808
14		P		600		2454
15		B		520		1958
16		B		560		1967
17		P		720		2264
18		B		640		1815
19		B		680		1877
20		P		840		2318
21		B		760		1772
22		B		800		1942
23		I		960		7370
24		B		880		4442
25		B		920		2154
26		P		1080		3641
27		B		1000		4093
28		B		1040		3067
29		P		1200		1178
30		B		1120		390
31		B		1160		244
32		P		1320		195
33		B		1240		145
34		B		1280		129
35		I		1440		1528
36		B		1360		290
37		B		1400		232
38		P		1560		4295
39		B		1480		2582
40		B		1520		2220
41		P		1680		6467
42		B		1600		3052
43		B		1640		3554
44		P		1800		6478
45		B		1720		1855
46		B		1760		1825
47		I		1920		7443
48		B		1840		977
49		B		1880		1089
50		P		2040		1482
51		B		1960		1245
52		B		2000		1249
53		P		2160		1591
54		B		2080		1124
55		B		2120		1144
56		P		2280		1172
57		B		2200		1044
58		B		2240		1058
59		I		2400		7502
60		B		2320		855
61		B		2360		848
62		P		2520		1379
63		B		2440		1148
64		B		2480		1206
65		P		2640		1331
66		B		2560		1053
67		B		2600		1063
68		P		2760		1172
69		B		2680		1164
70		B		2720		1033
71		I		2880		7434
72		B		2800		877
73		B		2840		824
74		P		3000		1410
75		B		2920		1065
76		B		2960		1163
77		P		3120		1636
78		B		3040		1069
79		B		3080		1086
80		P		3240		1219
81		B		3160		1064
82		B		3200		1148
83		I		3360		7471
84		B		3280		835
85		B		3320		814
86		P		3480		1307
87		B		3400		1170
88		B		3440		1283
89		P		3600		1347
90		B		3520		1162
91		B		3560		1026
92		P		3720		1095
93		B		3640		1051
94		B		3680		1129
95		I		3840		7515
96		B		3760		806
97		B		3800		822
98		P		3960		1389
99		B		3880		1421
100		B		3920		1214
101		P		4080		1505
102		B		4000		1054
103		B		4040		1029
104		P		4200		1181
105		B		4120		1210
106		B		4160		1172
107		I		4320		7503
108		B		4240		850
109		B		4280		758
110		P		4440		1498
111		B		4360		1089
112		B		4400		1175
113		P		4560		1297
114		B		4480		1075
115		B		4520		974
116		P		4680		1180
117		B		4600		1072
118		B		4640		1053
119		I		4800		7438
120		B		4720		750
121		B		4760		822
122		P		4920		1284
123		B		4840		1211
124		B		4880		1172
125		P		5040		1328
126		B		4960		1021
127		B		5000		1179
128		P		5160		1423
129		B		5080		1130
130		B		5120		1093
131		I		5280		7481
132		B		5200		822
133		B		5240		876
134		P		5400		1402
135		B		5320		1313
136		B		5360		1191
137		P		5520		1190
138		B		5440		1066
139		B		5480		1154
140		P		5640		1070
141		B		5560		1038
142		B		5600		1076
143		I		5760		7487
144		B		5680		789
145		B		5720		1024
146		P		5880		1368
147		B		5800		1225
148		B		5840		1317
149		P		6000		1633
150		B		5920		1159
151		B		5960		1079
152		P		6120		1145
153		B		6040		996
154		B		6080		1161
155		I		6240		7482
156		B		6160		763
157		B		6200		780
158		P		6360		1420
159		B		6280		1175
160		B		6320		1279
161		P		6480		1215
162		B		6400		1136
163		B		6440		1159
164		P		6600		1200
165		B		6520		993
166		B		6560		1052
167		I		6720		7529
168		B		6640		799
169		B		6680		701
170		P		6840		1304
171		B		6760		1181
172		B		6800		1264
173		P		6960		1351
174		B		6880		1173
175		B		6920		1053
176		P		7080		1509
177		B		7000		1173
178		B		7040		1051
179		I		7200		7482
180		B		7120		844
181		B		7160		810
182		P		7320		1449
183		B		7240		1194
184		B		7280		1222
185		P		7440		1337
186		B		7360		1113
187		B		7400		986
188		P		7560		1110
189		B		7480		1074
190		B		7520		978
191		I		7680		7471
192		B		7600		850
193		B		7640		965
194		P		7800		1410
195		B		7720		1130
